3,13,25,80.591,216.913,76.331,9,42,192,204.537,707.964,585.848
17,65,158,45.596,131.019,53.541,50,262,1234,130.411,524.713,419.022
3,13,25,55.828,173.506,62.7,9,47,241,142.873,616.401,597.247
32,118,259,60.259,175.244,65.195,86,407,2241,160.495,604.926,564.538
12,48,101,53.003,163.035,56.089,34,158,811,147.727,539.559,450.748
179,714,1389,55.925,167.796,61.817,475,2462,11946,147.934,578.177,531.786
27,117,222,68.692,224.637,71.56,74,371,2045,190.211,712.626,659.816
18,69,152,62.254,193.955,66.909,54,247,1476,184.208,694.144,650.3
3,16,33,47.075,175.769,59.029,11,62,324,155.207,673.484,582.316
1,16,31,32.611,189.924,80.549,6,61,238,153.966,724.457,622.009
66,273,764,47.918,153.641,62.827,221,1037,6794,161.544,583.154,558.734
32,137,325,38.451,136.703,55.37,108,543,3041,130.885,543.697,517.629
5,23,59,56.627,176.606,71.275,12,75,420,126.381,586.108,506.842
8,28,51,56.848,168.84,56.055,16,84,414,123.087,512.013,453.21
56,269,547,51.677,186.413,68.021,173,936,4672,159.574,648.42,580.553
28,111,222,52.391,164.313,55.601,84,394,2092,156.929,582.004,522.993
15,63,127,63.025,185.544,67.039,38,226,1075,155.06,662.992,567.394
14,65,108,59.693,202.764,63.234,36,212,911,154.87,660.102,533.082
14,57,129,40.892,133.612,46.817,47,228,1144,138.291,535.685,416.704
15,74,163,40.798,143.756,61.665,57,309,1320,153.695,601.894,498.513
5,23,50,51.358,180.761,55.336,17,80,494,164.574,637.889,549.718
22,104,234,46.143,173.899,65.245,69,394,2101,147.155,659.286,586.445
27,142,278,52.871,193.146,65.941,92,521,2722,181.047,710.929,645.171
47,191,406,54.051,175.825,63.4,136,720,3706,156.827,662.734,578.553
29,135,267,66.999,234.199,80.598,74,422,2208,171.562,732.96,667.362
10,47,91,38.166,141.02,51.818,31,161,705,118.886,487.232,399.426
28,115,232,57.267,184.529,61.922,74,388,1978,150.721,621.834,529.12
5,25,44,70.306,234.436,70.069,15,71,381,187.962,677.006,612.808
9,40,74,63.224,194.039,68.151,24,139,643,163.565,667.643,588.741
13,42,111,60.903,175.389,67.306,31,142,917,143.896,586.179,557.071
6,27,53,56.276,204.233,60.891,20,99,584,184.554,747.499,668.993
32,144,313,44.403,167.673,55.414,108,545,3254,151.703,634.844,575.622
10,43,75,58.826,189.559,61.244,26,132,581,152.864,582.5,477.012
74,377,702,47.594,170.141,56.168,271,1453,7276,174.098,655.152,582.02
31,151,328,42.541,163.078,56.694,103,533,2744,141.497,575.16,474.51
3,20,26,68.583,222.449,67.355,10,67,238,204.315,754.633,608.302
53,219,483,55.685,181.221,65.753,155,780,3947,162.48,644.735,536.916
14,69,122,47.52,168.448,54.782,39,232,957,131.92,568.779,429.381
17,69,161,58.505,179.343,64.845,50,250,1563,167.914,652.234,630.821
48,235,444,48.208,177.369,54.703,167,858,4592,167.164,646.9,565.763
4,23,42,53.3,179.341,62.022,17,94,437,207.367,747.971,641.926
16,73,180,44.096,158.435,63.746,48,246,1403,134.625,535.365,498.095
4,20,34,64.178,225.117,69.422,11,65,296,173.78,713.324,598.64
22,98,223,44.242,158.354,55.721,62,332,1673,124.395,538.306,418.704
103,402,810,48.697,148.642,56.81,298,1554,7117,141.405,574.975,499.229
10,48,77,41.421,127.423,52.909,19,114,449,76.273,303.587,307.939
3,13,24,54.883,194.481,57.467,10,50,264,203.587,738.384,633.308
32,156,302,51.658,189.816,61.992,91,528,2763,148.488,644.344,566.946
29,124,278,54.588,184.731,66.086,84,424,2547,159.159,629.284,606.549
6,29,63,46.736,164.037,51.712,19,94,476,139.421,529.296,388.714
