5,26,43,11.935,48.435,15.694
2,12,14,18.945,90.703,15.336
6,33,65,12.091,57.804,18.399
10,68,81,19.059,100.473,19.238
14,77,107,15.461,69.657,16.898
8,44,46,17.543,73.176,14.235
3,16,28,13.421,46.58,15.989
8,53,56,17.015,81.682,15.329
1,9,8,16.474,80.355,13.83
2,15,14,16.237,72.2,13.128
3,16,18,16.092,64.839,12.163
2,12,11,18.494,89.49,13.085
12,52,82,16.351,62.084,14.547
4,16,17,21.447,70.452,14.77
24,151,223,15.406,73.502,18.057
9,51,82,13.053,56.321,15.179
1,4,4,16.961,46.801,11.223
12,70,108,12.325,55.743,14.838
5,26,26,16.702,61.191,11.959
5,26,32,16.562,64.831,13.844
16,101,139,15.182,76.417,17.259
2,12,14,18.496,96.766,19.939
6,29,46,16.216,63.466,17.328
1,5,5,16.232,50.186,11.284
7,40,63,15.138,62.665,16.699
49,175,206,24.081,66.691,15.501
4,19,22,18.802,53.818,16.535
1,7,7,20.145,103.594,16.892
9,55,83,13.947,70.787,17.703
8,59,56,15.67,84.586,14.124
3,20,21,21.568,102.62,17.011
9,44,52,19.085,69.063,14.733
1,4,4,18.018,67.608,12.655
5,31,48,14.212,61.882,16.429
1,5,7,17.14,68.659,18.178
11,54,69,21.541,81.492,18.583
4,21,25,16.494,67.844,14.051
55,270,328,16.548,66.146,14.878
8,43,57,19.414,84.259,19.228
6,31,43,19.706,89.45,19.009
1,6,9,14.745,68.711,17.383
0,5,19,6.09,65.365,50.747
24,141,234,16.935,79.904,19.803
12,51,90,14.431,50.263,15.98
1,6,11,14.105,52.03,13.387
2,12,9,16.78,67.546,10.783
17,90,137,15.65,63.068,17.194
9,50,56,15.679,70.741,14.41
4,20,19,18.385,57.635,10.26
4,25,38,17.241,75.452,22.463
5,30,38,16.079,66.539,14.273
4,27,43,11.488,51.894,16.137
2,10,12,17.327,77.037,13.579
7,33,56,13.762,56.309,15.81
9,69,108,17.444,98.797,25.733
14,73,94,15.084,66.401,14.791
8,41,49,18.426,69.643,15.153
3,15,27,11.772,42.973,15.594
8,45,53,16.904,68.774,14.537
1,9,10,16.674,87.225,15.789
2,16,16,15.845,74.693,14.504
4,16,21,19.195,66.758,13.618
2,13,12,18.771,96.824,14.186
12,54,86,16.336,63.745,15.179
3,16,17,18.988,72.145,14.729
24,155,273,14.812,73.407,22.082
10,63,94,14.479,69.981,17.021
1,4,3,15.551,45.219,8.852
15,83,129,15.032,66.26,17.658
5,23,28,15.513,55.801,12.645
6,23,28,18.931,59.364,11.863
15,89,128,14.437,67.329,15.764
2,12,18,19.067,96.296,26.525
4,27,46,12.423,59.093,17.156
1,5,5,16.412,55.859,10.253
7,49,80,15.095,77.397,20.74
43,187,222,20.579,69.998,16.284
4,21,21,18.8,57.911,15.222
1,7,8,19.586,96.033,18.865
9,60,79,15.146,76.06,16.561
10,60,61,17.89,86.904,15.013
3,18,20,20.495,97.234,16.278
8,37,39,16.476,58.198,11.045
1,5,4,17.891,75.162,13.74
5,25,45,13.287,50.542,15.29
1,6,8,14.503,78.515,20.749
13,56,90,24.444,84.592,23.399
3,20,27,14.862,67.928,15.383
56,281,389,17.216,66.745,17.466
8,45,70,20.49,87.379,23.063
5,26,39,17.453,75.013,17.055
1,6,11,13.246,63.139,20.082
0,5,20,7.523,57.231,52.488
23,124,202,16.519,69.974,16.792
12,58,124,14.757,57.588,21.588
1,7,12,14.106,56.747,14.489
2,10,9,14.192,59.6,10.387
16,90,145,15.013,62.606,18.097
8,44,61,14.162,64.437,15.35
4,20,21,14.419,56.959,11.175
4,22,25,17.282,67.092,14.546
5,30,38,15.422,69.326,14.084
4,31,53,10.804,61.746,20.45
2,10,14,15.127,81.008,15.309
6,34,69,13.531,57.957,19.216
8,59,96,15.266,82.989,22.782
10,68,93,11.64,61.834,14.58
8,35,54,17.363,59.868,16.58
2,12,24,8.176,37.557,13.465
8,38,59,15.9,60.787,15.896
1,9,9,14.319,80.862,14.803
2,12,14,12.434,58.342,12.689
4,16,27,20.57,66.161,16.926
2,12,15,17.19,91.045,17.069
10,48,80,13.145,56.052,14.149
4,17,23,21.428,77.061,19.489
21,154,274,13.165,70.581,22.069
9,62,106,12.693,68.36,18.757
1,4,4,13.167,47.265,10.989
14,90,135,14.479,73.631,18.495
4,22,28,14.517,53.258,12.611
6,26,42,19.492,66.391,17.259
14,80,120,13.372,60.24,14.806
2,12,22,20.009,98.399,32.783
4,26,43,11.774,56.74,15.736
1,5,6,12.132,54.732,11.385
7,52,80,14.857,83.136,20.466
43,156,233,20.397,57.928,16.687
3,22,20,13.852,59.662,14.281
1,7,8,15.856,104.732,19.788
9,64,92,15,79.88,19.036
10,52,75,18.562,77.624,18.087
2,15,19,15.685,82.734,15.591
8,42,59,17.004,68.015,16.548
1,5,5,15.969,81.63,15.737
4,20,36,10.322,39.479,12.175
1,6,10,17.14,78.195,23.837
11,53,96,20.627,79.478,24.222
3,16,29,12.307,54.446,15.952
51,261,367,15.85,61.256,16.316
8,54,84,20.721,104.029,27.215
5,23,39,16.193,64.365,16.973
1,6,12,11.184,66.75,21.677
0,5,16,5.966,54.765,42.654
20,99,186,14.668,55.531,15.327
9,49,102,10.862,48.631,17.427
1,7,14,15.275,55.002,16.523
2,9,8,14.132,52.301,8.318
13,74,133,11.709,51.219,16.569
7,43,64,13.011,63.822,15.875
3,14,13,11.354,41.571,6.888
3,19,18,14.25,57.721,10.28
4,25,35,12.891,59.906,12.585
4,26,63,9.517,51.336,23.778
1,10,16,13.37,78.49,17.782
