Totals.Tobacco.Cigarette Past Month.12-17,Totals.Tobacco.Cigarette Past Month.18-25,Totals.Tobacco.Cigarette Past Month.26+,Rates.Tobacco.Cigarette Past Month.12-17,Rates.Tobacco.Cigarette Past Month.18-25,Rates.Tobacco.Cigarette Past Month.26+,Totals.Tobacco.Use Past Month.12-17,Totals.Tobacco.Use Past Month.18-25,Totals.Tobacco.Use Past Month.26+,Rates.Tobacco.Use Past Month.12-17,Rates.Tobacco.Use Past Month.18-25,Rates.Tobacco.Use Past Month.26+
7,48,199,43.541,271.464,187.153,9,58,247,59.904,329.633,232.876
31,319,1598,31.26,235.665,191.319,52,394,1958,52.082,290.878,234.455
25,180,975,45.527,242.574,230.006,35,247,1198,64.312,332.856,282.568
9,103,436,37.036,285.806,217.123,12,134,543,50.11,372.167,270.519
8,78,382,34.304,238.957,210.638,13,103,472,53.736,317.338,260.452
20,147,817,58.81,314.618,283.302,33,190,1022,96.083,406.412,354.525
16,133,768,43.632,271.117,257.938,25,170,963,68.962,345.218,323.441
6,34,193,61.723,276.026,205.043,7,44,229,79.048,352.071,243.024
12,121,659,26.777,197.864,165.565,20,159,784,44.526,260.957,196.933
13,167,793,26.558,211.229,172.498,21,231,964,43.132,291.623,209.65
28,259,1536,36.839,235.582,234.235,43,334,1830,55.181,303.198,279.129
16,149,680,38.181,259.035,187.601,23,198,834,52.437,344.382,230.112
11,86,503,47.072,264.29,267.855,19,110,638,76.178,338.1,339.545
24,155,904,51.959,240.644,227.94,34,202,1139,72.684,313.264,287.149
4,31,144,60.283,284.455,208.336,6,42,190,83.293,381.988,273.644
6,56,264,36.762,262.479,220.545,8,77,328,49.62,359.029,273.988
6,64,414,27.828,223.316,210.573,10,79,508,46.11,277.482,258.422
5,36,164,48.663,255.497,178.01,6,48,206,63.767,335.276,224.309
17,214,1033,25.036,239.965,172.126,29,266,1281,41.359,298.86,213.39
5,56,286,27.423,253.338,213.426,8,69,355,47.597,314.248,265.553
34,416,2265,24.084,193.038,171.037,52,562,2685,37.245,260.877,202.738
27,268,1410,34.483,255.503,211.934,46,355,1702,58.844,339.048,255.815
3,25,97,52.223,254.886,208.235,4,34,126,69.862,352.651,270.712
42,340,1851,47.053,280.363,242.197,62,444,2300,68.453,365.98,300.93
14,113,608,43.574,266.286,246.577,20,144,760,61.873,339.163,308.305
11,111,532,37.376,265.941,190.638,16,135,658,54.997,323.063,235.739
34,336,1859,37.132,253.171,216.137,54,460,2360,58.801,346.019,274.329
2,27,131,29.744,211.517,185.643,4,36,163,49.008,282.238,230.576
16,128,766,44.211,251.481,233.058,25,175,923,67.277,342.532,280.878
4,27,127,64.792,293.389,234.042,6,36,163,83.586,390.91,299.442
24,191,1092,47.244,275.599,249.089,36,250,1383,71.108,360.546,315.613
59,691,3414,24.064,223.763,198.691,91,841,4189,37.473,272.409,243.776
8,70,247,26.63,177.817,141.956,11,80,280,36.121,203.494,160.999
2,25,84,57.548,333.809,197.73,3,32,109,75.013,427.64,256.184
21,209,960,33.641,237.826,175.007,32,265,1191,50.613,302.255,217.145
18,163,831,34.036,219.648,171.055,29,208,1022,54.592,280.704,210.282
8,61,395,64.246,335.128,318.059,12,79,497,94.532,438.186,399.684
17,147,823,38.544,234.606,216.149,25,202,1003,55.133,323.22,263.629
2,17,76,44.847,292.806,202.908,3,23,103,66.249,385.921,275.406
18,131,838,49.056,255.973,261.776,27,172,1017,73.403,337.879,317.542
3,16,82,43.197,222.129,180.906,4,22,115,74.483,298.257,253.39
12,153,841,22.211,203.35,182.819,18,194,1026,32.9,257.333,223.144
12,78,513,50.209,247.859,264.761,18,102,644,75.321,325.199,332.619
47,617,3326,15.428,145.171,129.055,83,797,4116,27.279,187.553,159.735
16,141,652,36.138,239.99,175.692,21,175,816,48.648,298.282,220.1
5,76,380,18.294,196.706,158.119,9,106,489,34.482,273.3,203.393
2,19,133,28.146,206.531,204.687,3,26,163,49.352,273.956,250.207
1,19,93,24.29,214.785,196.612,1,23,109,46.426,268.166,229.824
41,331,2576,28.459,168.73,175.771,65,463,3105,45.535,236.072,211.844
24,224,1286,27.212,202.787,193.078,38,321,1650,43.564,290.278,247.76
2,25,125,21.805,197.69,133.217,3,28,156,27.611,222.497,166.534
6,42,197,37.546,229.883,181.071,8,51,250,50.208,281.955,229.466
23,257,1506,22.735,192.984,179.716,38,331,1831,38.632,248.289,218.532
19,184,1020,34.671,249.619,238.414,26,233,1240,48.512,316.056,290.029
8,84,437,34.065,233.665,216.119,11,115,543,44.521,321.662,268.917
7,68,378,28.417,209.581,208.037,10,93,483,43.211,289.634,265.349
20,129,809,57.986,277.43,278.645,31,163,996,91.248,350.567,343.116
13,120,719,34.697,250.737,240.575,21,161,940,57.622,336.058,314.443
5,33,187,51.999,266.839,196.65,6,42,218,65.137,343.227,229.666
11,100,642,24.214,166.4,160.204,19,147,787,42.622,245.073,196.387
14,148,781,29.077,186.971,167.964,24,199,946,50.69,250.547,203.535
23,229,1400,30.166,209.337,211.757,38,314,1705,50.027,287.387,257.87
14,146,639,32.733,255.005,174.234,21,182,812,47.339,318.288,221.464
11,82,519,45.07,255.773,275.101,18,107,646,74.036,331.842,342.266
20,137,915,43.664,214.739,228.831,28,175,1098,61.042,274.887,274.733
4,34,134,51.232,310.356,191.346,5,45,178,70.971,408.39,252.652
4,50,244,28.358,235.896,202.584,6,71,307,38.861,334.838,254.181
6,62,436,27.882,219.502,217.107,10,80,537,42.16,280.558,267.169
4,34,144,38.419,242.584,154.233,5,46,192,54.933,321.097,205.249
15,185,963,21.682,210.556,160.279,25,249,1167,35.885,283.168,194.215
5,53,287,30.246,244.009,212.032,9,67,348,54.674,304.845,257.641
29,379,2042,21.294,180.957,153.994,49,525,2432,35.3,250.641,183.365
25,251,1400,31.021,236.788,207.022,42,334,1724,53.058,315.591,254.926
2,24,99,45.58,254.91,210.063,3,31,128,62.383,332.281,273.286
40,305,1760,44.348,252.367,228.659,57,419,2144,63.91,346.548,278.611
14,122,602,42.736,290.345,242.641,17,151,754,53.999,359.787,303.98
10,98,479,32.532,236.583,168.737,14,125,608,46.037,299.724,214.134
29,299,1770,31.708,227.856,204.847,45,416,2228,48.861,316.655,257.813
2,26,124,25.547,207.637,173.77,3,34,147,37.936,268.389,206.88
18,125,771,49.15,246.52,230.45,27,158,940,71.938,311.614,280.934
3,22,113,48.845,242.217,205.182,5,33,151,71.701,357.091,274.164
22,174,1009,43.396,251.856,227.11,33,247,1316,65.229,357.772,296.217
55,609,3309,22.437,196.581,188.605,85,773,4059,34.309,249.371,231.352
6,54,245,19.786,135.105,137.391,9,66,295,30.848,165.11,165.684
2,22,80,54.871,293.175,187.509,3,28,101,72.662,371.633,235.969
18,202,873,27.847,231.3,157.513,28,270,1121,43.917,309.191,202.19
19,144,935,35.65,195.498,188.117,31,184,1135,56.573,249.518,228.374
7,57,363,58.204,321.678,293.087,10,77,452,80.567,432.256,364.81
14,145,756,30.946,233.109,197.289,20,190,934,45.514,305.312,243.669
2,17,76,47.195,300.664,202.776,3,22,104,67.705,385.035,277.934
13,111,808,35.775,219.098,250.5,20,155,1012,53.078,306.354,313.648
2,14,86,38.547,195.473,188.563,4,18,113,65.626,258.003,248.32
10,134,801,18.109,174.943,169.812,16,164,958,29.289,214.94,203.073
8,70,485,35.561,224.233,248.884,13,96,619,54.73,308.876,317.618
37,553,3196,12.313,132.396,123.298,77,711,3880,25.569,170.364,149.708
13,114,658,30.117,192.773,173.837,18,155,819,41.461,262.379,216.631
4,61,361,15.343,158.213,149.803,8,92,474,30.423,240.803,196.648
1,17,126,19.325,178.355,190.347,3,24,159,40.36,255.859,241.247
1,14,82,16.992,166.03,171.937,1,19,95,36.902,215.138,198.39
30,276,2524,20.958,140.9,169.424,48,399,3120,33.422,204.177,209.436
19,168,1245,22.053,151.729,184.262,32,243,1587,36.377,219.655,234.919
1,18,143,15.243,152.736,152.218,2,23,175,22.002,188.278,186.394
4,32,191,28.695,174.412,171.013,6,43,238,38.804,236.536,212.362
18,212,1506,18.756,161.631,179.715,34,285,1831,34.581,217.826,218.546
18,185,1051,33.834,251.225,243.688,27,244,1304,49.397,331.039,302.436
10,72,461,38.68,203.779,226.828,12,96,554,49.536,271.559,272.555
5,54,376,23.176,169.239,205.868,8,82,495,34.769,255.473,270.788
16,120,797,46.74,259.301,273.131,24,162,974,71.363,351.077,333.691
12,103,728,33.527,220.482,243.222,21,141,929,57.981,301.44,310.628
4,26,172,39.926,210.568,179.857,5,33,202,51.799,273.49,211.253
8,95,648,18.618,160.74,161.21,16,144,837,34.619,242.964,208.328
11,132,718,22.151,166.997,153.47,19,175,875,39.198,222.028,186.848
20,212,1384,26.805,196.927,207.871,34,310,1693,44.97,287.464,254.373
13,111,642,29.924,195.451,173.595,20,150,816,44.819,264.077,220.691
10,71,511,41.915,224.609,269.871,17,102,631,70.829,321.114,333.158
16,138,855,34.145,219.449,212.634,24,173,1041,50.864,275.221,258.802
4,32,151,55.797,287.94,212.424,6,44,205,75.918,397.893,287.815
4,43,237,28.16,204.673,195.316,6,61,297,40.381,286.97,244.345
5,46,383,20.278,164.142,187.186,8,65,463,34.694,228.418,226.492
3,29,141,28.395,207.825,148.985,4,42,190,39.721,297.897,200.843
11,128,852,15.62,149.012,142.321,20,184,1003,29.552,213.777,167.401
5,52,281,28.874,238.681,205.626,8,68,340,50.76,313.622,249.054
24,326,2053,17.532,160.662,155.662,43,461,2469,31.791,226.791,187.165
23,205,1502,29.315,192.584,218.741,38,300,1821,48.459,280.865,265.208
2,20,99,40.122,216.429,208.266,3,28,127,54.354,308.735,267.735
33,283,1763,37.575,235.592,227.912,49,397,2207,54.958,330.582,285.297
14,113,639,42.736,271.044,255.898,17,148,794,53.455,354.22,317.876
9,86,477,30.025,206.941,165.628,13,110,621,44.915,264.282,215.476
27,284,1761,29.344,219.79,203.035,40,385,2184,43.626,297.681,251.702
1,22,125,19.908,181.954,174.298,2,31,152,32.762,253.207,212.517
14,111,786,37.788,220.342,230.752,22,155,968,57.176,306.206,283.986
3,19,112,40.695,206.524,200.761,4,27,141,59.024,298.484,253.495
20,165,995,39.364,240.555,221.171,29,228,1274,56.558,331.769,283.286
55,568,3291,21.923,182.22,184.216,89,756,4015,35.923,242.547,224.769
6,54,232,18.165,132.835,127.201,8,70,282,27.104,172.845,154.902
2,18,76,45.645,246.757,175.662,3,23,97,67.525,316.361,224.405
18,185,966,27.855,213.204,173.133,28,266,1234,45.116,305.545,221.15
13,125,942,24.306,169.592,185.981,20,163,1150,37.481,220.519,227.04
7,54,336,54.813,307.226,272.212,10,70,438,81.434,400.053,354.69
11,119,750,25.497,192.571,194.208,17,157,917,38.051,254.571,237.359
2,16,78,50.175,280.317,205.597,3,22,107,71.889,381.427,282.912
